,NAME,S1901_C04_012E
933,ZCTA5 03801,66992
934,ZCTA5 03809,31731
935,ZCTA5 03810,-
936,ZCTA5 03811,58295
937,ZCTA5 03812,35721
938,ZCTA5 03813,29900
939,ZCTA5 03814,17326
940,ZCTA5 03816,41719
941,ZCTA5 03817,11500
942,ZCTA5 03818,22256
943,ZCTA5 03819,42988
944,ZCTA5 03820,52990
945,ZCTA5 03823,83068
946,ZCTA5 03824,35191
947,ZCTA5 03825,39131
948,ZCTA5 03826,46339
949,ZCTA5 03827,49375
950,ZCTA5 03830,44005
951,ZCTA5 03832,49792
952,ZCTA5 03833,51756
953,ZCTA5 03835,40172
954,ZCTA5 03836,58750
955,ZCTA5 03837,64821
956,ZCTA5 03838,88447
957,ZCTA5 03839,62031
958,ZCTA5 03840,69115
959,ZCTA5 03841,75323
960,ZCTA5 03842,59453
961,ZCTA5 03844,69000
962,ZCTA5 03845,48993
963,ZCTA5 03846,-
964,ZCTA5 03847,-
965,ZCTA5 03848,30245
966,ZCTA5 03849,50625
967,ZCTA5 03850,27734
968,ZCTA5 03851,47361
969,ZCTA5 03852,-
970,ZCTA5 03853,-
971,ZCTA5 03854,77188
972,ZCTA5 03855,66750
973,ZCTA5 03856,83250
974,ZCTA5 03857,65322
975,ZCTA5 03858,121528
976,ZCTA5 03860,34423
977,ZCTA5 03861,59000
978,ZCTA5 03862,59387
979,ZCTA5 03864,23409
980,ZCTA5 03865,64626
981,ZCTA5 03867,34415
982,ZCTA5 03868,30880
983,ZCTA5 03869,44250
984,ZCTA5 03870,78355
985,ZCTA5 03871,-
986,ZCTA5 03872,74783
987,ZCTA5 03873,59432
988,ZCTA5 03874,34702
989,ZCTA5 03875,56563
990,ZCTA5 03878,44905
991,ZCTA5 03882,39583
992,ZCTA5 03883,-
993,ZCTA5 03884,56840
994,ZCTA5 03885,52625
995,ZCTA5 03886,-
996,ZCTA5 03887,43967
997,ZCTA5 03890,-
998,ZCTA5 03894,32399
999,ZCTA5 03897,-
1000,ZCTA5 03901,45793
1001,ZCTA5 03902,38750
1002,ZCTA5 03903,54583
1003,ZCTA5 03904,36112
1004,ZCTA5 03905,74632
1005,ZCTA5 03906,38750
1006,ZCTA5 03907,56625
1007,ZCTA5 03908,53459
1008,ZCTA5 03909,51351
1009,ZCTA5 03910,-
1010,ZCTA5 03911,-
1011,ZCTA5 04001,40069
1012,ZCTA5 04002,39071
1013,ZCTA5 04003,-
1014,ZCTA5 04005,43793
1015,ZCTA5 04006,-
1016,ZCTA5 04008,36083
1017,ZCTA5 04009,44850
1018,ZCTA5 04010,31667
1019,ZCTA5 04011,43495
1020,ZCTA5 04015,22416
1021,ZCTA5 04017,26429
1022,ZCTA5 04019,97969
1023,ZCTA5 04020,41250
1024,ZCTA5 04021,64877
1025,ZCTA5 04022,40417
1026,ZCTA5 04024,52750
1027,ZCTA5 04027,47391
1028,ZCTA5 04029,33889
1029,ZCTA5 04030,-
1030,ZCTA5 04032,37057
1031,ZCTA5 04037,26548
1032,ZCTA5 04038,44290
1033,ZCTA5 04039,42823
1034,ZCTA5 04040,27974
1035,ZCTA5 04041,41667
1036,ZCTA5 04042,51346
1037,ZCTA5 04043,43675
1038,ZCTA5 04046,49239
1039,ZCTA5 04047,-
1040,ZCTA5 04048,33935
1041,ZCTA5 04049,46940
1042,ZCTA5 04050,30938
1043,ZCTA5 04051,31688
1044,ZCTA5 04055,34533
1045,ZCTA5 04056,-
1046,ZCTA5 04057,-
1047,ZCTA5 04061,73309
1048,ZCTA5 04062,51800
1049,ZCTA5 04063,25395
1050,ZCTA5 04064,35349
1051,ZCTA5 04066,-
1052,ZCTA5 04068,35250
1053,ZCTA5 04069,57143
1054,ZCTA5 04071,63783
1055,ZCTA5 04072,49776
1056,ZCTA5 04073,34217
1057,ZCTA5 04074,56688
1058,ZCTA5 04076,63523
1059,ZCTA5 04079,55526
1060,ZCTA5 04083,55244
1061,ZCTA5 04084,42656
1062,ZCTA5 04085,69432
1063,ZCTA5 04086,47212
1064,ZCTA5 04087,79028
1065,ZCTA5 04088,35795
1066,ZCTA5 04090,32121
1067,ZCTA5 04091,30417
1068,ZCTA5 04092,52308
1069,ZCTA5 04093,39020
1070,ZCTA5 04095,23750
1071,ZCTA5 04096,50368
1072,ZCTA5 04097,56310
1073,ZCTA5 04101,45394
1074,ZCTA5 04102,47198
1075,ZCTA5 04103,49375
1076,ZCTA5 04105,51528
1077,ZCTA5 04106,51316
1078,ZCTA5 04107,48718
1079,ZCTA5 04108,42396
1080,ZCTA5 04109,-
1081,ZCTA5 04110,51033
1082,ZCTA5 04210,35505
1083,ZCTA5 04216,21786
1084,ZCTA5 04217,37532
1085,ZCTA5 04219,24554
1086,ZCTA5 04220,54375
1087,ZCTA5 04221,26250
1088,ZCTA5 04222,50278
1089,ZCTA5 04224,31151
1090,ZCTA5 04226,-
1091,ZCTA5 04227,-
1092,ZCTA5 04231,18571
1093,ZCTA5 04234,-
1094,ZCTA5 04236,25978
1095,ZCTA5 04237,"2,500-"
1096,ZCTA5 04238,47222
1097,ZCTA5 04239,45962
1098,ZCTA5 04240,27093
1099,ZCTA5 04250,38041
1100,ZCTA5 04252,43952
1101,ZCTA5 04253,51250
1102,ZCTA5 04254,23621
1103,ZCTA5 04255,26250
1104,ZCTA5 04256,-
1105,ZCTA5 04257,20000
1106,ZCTA5 04258,52984
1107,ZCTA5 04259,22229
1108,ZCTA5 04260,52432
1109,ZCTA5 04261,14557
1110,ZCTA5 04263,53125
1111,ZCTA5 04265,-
1112,ZCTA5 04267,-
1113,ZCTA5 04268,28200
1114,ZCTA5 04270,35682
1115,ZCTA5 04271,-
1116,ZCTA5 04274,49306
1117,ZCTA5 04275,-
1118,ZCTA5 04276,29300
1119,ZCTA5 04280,40125
1120,ZCTA5 04281,28333
1121,ZCTA5 04282,32171
1122,ZCTA5 04284,35341
1123,ZCTA5 04285,32500
1124,ZCTA5 04286,-
1125,ZCTA5 04287,44792
1126,ZCTA5 04289,14943
1127,ZCTA5 04290,37656
1128,ZCTA5 04292,34444
1129,ZCTA5 04294,24703
1130,ZCTA5 04330,32515
1131,ZCTA5 04341,-
1132,ZCTA5 04342,28977
1133,ZCTA5 04344,39641
1134,ZCTA5 04345,30956
1135,ZCTA5 04346,30682
1136,ZCTA5 04347,40585
1137,ZCTA5 04348,46136
1138,ZCTA5 04349,27330
1139,ZCTA5 04350,34175
1140,ZCTA5 04351,41453
1141,ZCTA5 04352,42935
1142,ZCTA5 04353,36250
1143,ZCTA5 04354,35729
1144,ZCTA5 04355,73075
1145,ZCTA5 04357,31614
1146,ZCTA5 04358,74531
1147,ZCTA5 04359,33708
1148,ZCTA5 04360,30625
1149,ZCTA5 04363,46458
1150,ZCTA5 04364,38200
1151,ZCTA5 04401,33403
1152,ZCTA5 04406,26000
1153,ZCTA5 04408,43000
1154,ZCTA5 04410,40417
1155,ZCTA5 04411,31071
1156,ZCTA5 04412,32662
1157,ZCTA5 04413,-
1158,ZCTA5 04414,19565
1159,ZCTA5 04415,26146
1160,ZCTA5 04416,30693
1161,ZCTA5 04417,30174
1162,ZCTA5 04418,21875
1163,ZCTA5 04419,39583
1164,ZCTA5 04421,-
1165,ZCTA5 04422,36058
1166,ZCTA5 04424,26250
1167,ZCTA5 04426,18150
1168,ZCTA5 04427,28226
1169,ZCTA5 04428,40170
1170,ZCTA5 04429,45699
1171,ZCTA5 04430,23226
1172,ZCTA5 04431,-
1173,ZCTA5 04434,52813
1174,ZCTA5 04435,41250
1175,ZCTA5 04438,57500
1176,ZCTA5 04441,26189
1177,ZCTA5 04442,-
1178,ZCTA5 04443,19688
1179,ZCTA5 04444,38738
1180,ZCTA5 04448,21875
1181,ZCTA5 04449,34718
1182,ZCTA5 04450,37153
1183,ZCTA5 04451,25435
1184,ZCTA5 04453,22273
1185,ZCTA5 04454,-
1186,ZCTA5 04455,18393
1187,ZCTA5 04456,44474
1188,ZCTA5 04457,20089
1189,ZCTA5 04459,25625
1190,ZCTA5 04460,23906
1191,ZCTA5 04461,25172
1192,ZCTA5 04462,25718
1193,ZCTA5 04463,48750
1194,ZCTA5 04464,20875
1195,ZCTA5 04468,30959
1196,ZCTA5 04469,-
1197,ZCTA5 04471,20417
1198,ZCTA5 04472,32232
1199,ZCTA5 04473,34511
1200,ZCTA5 04474,26454
1201,ZCTA5 04475,18750
1202,ZCTA5 04476,31667
1203,ZCTA5 04478,-
1204,ZCTA5 04479,27321
1205,ZCTA5 04481,25000
1206,ZCTA5 04485,38500
1207,ZCTA5 04487,18214
1208,ZCTA5 04488,40833
1209,ZCTA5 04489,20489
1210,ZCTA5 04490,36250
1211,ZCTA5 04491,26042
1212,ZCTA5 04492,21250
1213,ZCTA5 04493,31250
1214,ZCTA5 04495,31724
1215,ZCTA5 04496,29792
1216,ZCTA5 04497,20556
1217,ZCTA5 04530,41680
1218,ZCTA5 04535,39107
1219,ZCTA5 04537,38250
1220,ZCTA5 04538,33929
1221,ZCTA5 04539,56389
1222,ZCTA5 04541,-
1223,ZCTA5 04543,31613
1224,ZCTA5 04544,-
1225,ZCTA5 04547,50208
1226,ZCTA5 04548,39643
1227,ZCTA5 04551,-
1228,ZCTA5 04553,27472
1229,ZCTA5 04554,62632
1230,ZCTA5 04555,33162
1231,ZCTA5 04556,42941
1232,ZCTA5 04558,-
1233,ZCTA5 04562,44250
1234,ZCTA5 04563,43125
1235,ZCTA5 04564,30463
1236,ZCTA5 04568,46272
1237,ZCTA5 04570,-
1238,ZCTA5 04571,49099
1239,ZCTA5 04572,25979
1240,ZCTA5 04573,80357
1241,ZCTA5 04574,-
1242,ZCTA5 04575,-
1243,ZCTA5 04576,33661
1244,ZCTA5 04578,42847
1245,ZCTA5 04579,61875
1246,ZCTA5 04605,37785
1247,ZCTA5 04606,27431
1248,ZCTA5 04607,30809
1249,ZCTA5 04609,29120
1250,ZCTA5 04611,43750
1251,ZCTA5 04612,70250
1252,ZCTA5 04613,-
1253,ZCTA5 04614,46849
1254,ZCTA5 04616,32870
1255,ZCTA5 04617,43583
1256,ZCTA5 04619,21742
1257,ZCTA5 04622,17500
1258,ZCTA5 04623,30000
1259,ZCTA5 04624,-
1260,ZCTA5 04625,48036
1261,ZCTA5 04626,16800
1262,ZCTA5 04627,33750
1263,ZCTA5 04628,25625
1264,ZCTA5 04630,40333
1265,ZCTA5 04631,17417
1266,ZCTA5 04634,32148
1267,ZCTA5 04635,86250
1268,ZCTA5 04640,43431
1269,ZCTA5 04642,38929
1270,ZCTA5 04643,55909
1271,ZCTA5 04645,-
1272,ZCTA5 04646,54000
1273,ZCTA5 04648,35750
1274,ZCTA5 04649,28208
1275,ZCTA5 04650,-
1276,ZCTA5 04652,21250
1277,ZCTA5 04653,19769
1278,ZCTA5 04654,14675
1279,ZCTA5 04655,30625
1280,ZCTA5 04657,41875
1281,ZCTA5 04658,21923
1282,ZCTA5 04660,65909
1283,ZCTA5 04662,43125
1284,ZCTA5 04664,41111
1285,ZCTA5 04666,26250
1286,ZCTA5 04667,41964
1287,ZCTA5 04668,18750
1288,ZCTA5 04669,-
1289,ZCTA5 04671,23750
1290,ZCTA5 04673,18438
1291,ZCTA5 04674,-
1292,ZCTA5 04675,-
1293,ZCTA5 04676,-
1294,ZCTA5 04677,56250
1295,ZCTA5 04679,23958
1296,ZCTA5 04680,22875
1297,ZCTA5 04681,43269
1298,ZCTA5 04683,-
1299,ZCTA5 04684,40227
1300,ZCTA5 04685,52857
1301,ZCTA5 04686,31250
1302,ZCTA5 04691,30417
1303,ZCTA5 04693,36250
1304,ZCTA5 04694,30089
1305,ZCTA5 04730,22989
1306,ZCTA5 04732,27614
1307,ZCTA5 04733,30658
1308,ZCTA5 04734,-
1309,ZCTA5 04735,20250
1310,ZCTA5 04736,30928
1311,ZCTA5 04737,-
1312,ZCTA5 04739,19323
1313,ZCTA5 04740,19079
1314,ZCTA5 04742,20174
1315,ZCTA5 04743,41154
1316,ZCTA5 04745,28250
1317,ZCTA5 04746,22250
1318,ZCTA5 04747,21250
1319,ZCTA5 04750,-
1320,ZCTA5 04756,17135
1321,ZCTA5 04757,24083
1322,ZCTA5 04758,32422
1323,ZCTA5 04760,30952
1324,ZCTA5 04761,25833
1325,ZCTA5 04762,31250
1326,ZCTA5 04763,27813
1327,ZCTA5 04764,25938
1328,ZCTA5 04765,21607
1329,ZCTA5 04766,34063
1330,ZCTA5 04768,36667
1331,ZCTA5 04769,30978
1332,ZCTA5 04772,26250
1333,ZCTA5 04773,-
1334,ZCTA5 04774,23370
1335,ZCTA5 04776,38417
1336,ZCTA5 04777,25000
1337,ZCTA5 04779,-
1338,ZCTA5 04780,-
1339,ZCTA5 04781,-
1340,ZCTA5 04783,35357
1341,ZCTA5 04785,16818
1342,ZCTA5 04786,17647
1343,ZCTA5 04787,22500
1344,ZCTA5 04841,33543
1345,ZCTA5 04843,49306
1346,ZCTA5 04847,54286
1347,ZCTA5 04848,-
1348,ZCTA5 04849,43010
1349,ZCTA5 04851,-
1350,ZCTA5 04852,33750
1351,ZCTA5 04853,66250
1352,ZCTA5 04854,39868
1353,ZCTA5 04855,-
1354,ZCTA5 04856,42888
1355,ZCTA5 04858,44750
1356,ZCTA5 04859,44375
1357,ZCTA5 04860,28550
1358,ZCTA5 04861,49737
1359,ZCTA5 04862,23561
1360,ZCTA5 04863,46563
1361,ZCTA5 04864,-
1362,ZCTA5 04901,28122
1363,ZCTA5 04910,39883
1364,ZCTA5 04911,29813
1365,ZCTA5 04912,19375
1366,ZCTA5 04915,27912
1367,ZCTA5 04917,54063
1368,ZCTA5 04918,-
1369,ZCTA5 04920,25357
1370,ZCTA5 04921,33214
1371,ZCTA5 04922,21397
1372,ZCTA5 04923,26250
1373,ZCTA5 04924,23944
1374,ZCTA5 04925,-
1375,ZCTA5 04926,-
1376,ZCTA5 04927,25774
1377,ZCTA5 04928,26951
1378,ZCTA5 04929,17955
1379,ZCTA5 04930,22456
1380,ZCTA5 04932,41313
1381,ZCTA5 04936,-
1382,ZCTA5 04937,25684
1383,ZCTA5 04938,28723
1384,ZCTA5 04939,19130
1385,ZCTA5 04940,-
1386,ZCTA5 04941,44265
1387,ZCTA5 04942,23125
1388,ZCTA5 04943,24965
1389,ZCTA5 04944,-
1390,ZCTA5 04945,20987
1391,ZCTA5 04947,30962
1392,ZCTA5 04949,30000
1393,ZCTA5 04950,20269
1394,ZCTA5 04951,70243
1395,ZCTA5 04952,33750
1396,ZCTA5 04953,22313
1397,ZCTA5 04955,28266
1398,ZCTA5 04956,21875
1399,ZCTA5 04957,22100
1400,ZCTA5 04958,27321
1401,ZCTA5 04961,34750
1402,ZCTA5 04963,35369
1403,ZCTA5 04964,37857
1404,ZCTA5 04965,26719
1405,ZCTA5 04966,30027
1406,ZCTA5 04967,14954
1407,ZCTA5 04969,37619
1408,ZCTA5 04970,41607
1409,ZCTA5 04971,22794
1410,ZCTA5 04973,33125
1411,ZCTA5 04974,-
1412,ZCTA5 04975,-
1413,ZCTA5 04976,29944
1414,ZCTA5 04978,47321
1415,ZCTA5 04979,35208
1416,ZCTA5 04981,35536
1417,ZCTA5 04982,-
1418,ZCTA5 04983,27083
1419,ZCTA5 04984,36250
1420,ZCTA5 04985,-
1421,ZCTA5 04986,27500
1422,ZCTA5 04987,26389
1423,ZCTA5 04988,23586
1424,ZCTA5 04989,46750
1425,ZCTA5 04992,-
1426,ZCTA5 05001,31359
1427,ZCTA5 05009,-
1428,ZCTA5 05030,-
1429,ZCTA5 05031,-
1430,ZCTA5 05032,55917
1431,ZCTA5 05033,43833
1432,ZCTA5 05034,-
1433,ZCTA5 05035,21298
1434,ZCTA5 05036,34875
1435,ZCTA5 05037,73250
1436,ZCTA5 05038,37353
1437,ZCTA5 05039,27000
1438,ZCTA5 05040,99358
1439,ZCTA5 05041,110815
1440,ZCTA5 05042,33021
1441,ZCTA5 05043,66216
1442,ZCTA5 05045,53179
1443,ZCTA5 05046,25000
1444,ZCTA5 05048,51750
1445,ZCTA5 05050,-
1446,ZCTA5 05051,32917
1447,ZCTA5 05052,66167
1448,ZCTA5 05053,26484
1449,ZCTA5 05055,39500
1450,ZCTA5 05056,24821
1451,ZCTA5 05058,-
1452,ZCTA5 05059,-
1453,ZCTA5 05060,42314
1454,ZCTA5 05061,66048
1455,ZCTA5 05062,19145
1456,ZCTA5 05065,37250
1457,ZCTA5 05067,-
1458,ZCTA5 05068,46389
1459,ZCTA5 05069,44583
1460,ZCTA5 05070,73611
1461,ZCTA5 05071,-
1462,ZCTA5 05072,38438
1463,ZCTA5 05073,-
1464,ZCTA5 05075,56350
1465,ZCTA5 05076,30938
1466,ZCTA5 05077,48403
1467,ZCTA5 05079,60573
1468,ZCTA5 05081,19583
1469,ZCTA5 05083,-
1470,ZCTA5 05084,-
1471,ZCTA5 05086,-
1472,ZCTA5 05088,64952
1473,ZCTA5 05089,33969
1474,ZCTA5 05091,44868
1475,ZCTA5 05101,41949
1476,ZCTA5 05141,12222
1477,ZCTA5 05142,29934
1478,ZCTA5 05143,19441
1479,ZCTA5 05146,44028
1480,ZCTA5 05148,45242
1481,ZCTA5 05149,37708
1482,ZCTA5 05150,50125
1483,ZCTA5 05151,59911
1484,ZCTA5 05152,-
1485,ZCTA5 05153,38417
1486,ZCTA5 05154,30750
1487,ZCTA5 05155,54018
1488,ZCTA5 05156,26197
1489,ZCTA5 05158,-
1490,ZCTA5 05161,61563
1491,ZCTA5 05201,35316
1492,ZCTA5 05250,45000
1493,ZCTA5 05251,36414
1494,ZCTA5 05252,81389
1495,ZCTA5 05253,13516
1496,ZCTA5 05254,105329
1497,ZCTA5 05255,42886
1498,ZCTA5 05257,32700
1499,ZCTA5 05260,-
1500,ZCTA5 05261,34167
1501,ZCTA5 05262,43661
1502,ZCTA5 05301,32048
1503,ZCTA5 05340,39375
1504,ZCTA5 05341,26250
1505,ZCTA5 05342,23382
1506,ZCTA5 05343,53385
1507,ZCTA5 05344,-
1508,ZCTA5 05345,47202
1509,ZCTA5 05346,47500
1510,ZCTA5 05350,39375
1511,ZCTA5 05351,18011
1512,ZCTA5 05352,-
1513,ZCTA5 05353,39250
1514,ZCTA5 05354,52500
1515,ZCTA5 05355,46875
1516,ZCTA5 05356,41780
1517,ZCTA5 05358,31625
1518,ZCTA5 05359,35455
1519,ZCTA5 05360,43816
1520,ZCTA5 05361,30694
1521,ZCTA5 05362,51250
1522,ZCTA5 05363,29460
1523,ZCTA5 05401,41430
1524,ZCTA5 05403,55167
1525,ZCTA5 05404,50073
1526,ZCTA5 05405,-
1527,ZCTA5 05408,41636
1528,ZCTA5 05439,-
1529,ZCTA5 05440,28068
1530,ZCTA5 05441,77188
1531,ZCTA5 05442,48750
1532,ZCTA5 05443,45114
1533,ZCTA5 05444,48625
1534,ZCTA5 05445,-
1535,ZCTA5 05446,49293
1536,ZCTA5 05447,45481
1537,ZCTA5 05448,32083
1538,ZCTA5 05450,31100
1539,ZCTA5 05452,53190
1540,ZCTA5 05454,44668
1541,ZCTA5 05455,26875
1542,ZCTA5 05456,60078
1543,ZCTA5 05457,63385
1544,ZCTA5 05458,50917
1545,ZCTA5 05459,40769
1546,ZCTA5 05461,66761
1547,ZCTA5 05462,45000
1548,ZCTA5 05463,-
1549,ZCTA5 05464,56667
1550,ZCTA5 05465,76250
1551,ZCTA5 05468,46394
1552,ZCTA5 05471,26047
1553,ZCTA5 05472,48750
1554,ZCTA5 05473,65417
1555,ZCTA5 05474,44267
1556,ZCTA5 05476,19617
1557,ZCTA5 05477,63000
1558,ZCTA5 05478,40533
1559,ZCTA5 05481,-
1560,ZCTA5 05482,56136
1561,ZCTA5 05483,60443
1562,ZCTA5 05485,-
1563,ZCTA5 05486,40357
1564,ZCTA5 05487,38472
1565,ZCTA5 05488,45327
1566,ZCTA5 05489,65379
1567,ZCTA5 05491,44250
1568,ZCTA5 05492,37813
1569,ZCTA5 05494,63000
1570,ZCTA5 05495,52759
1571,ZCTA5 05602,55516
1572,ZCTA5 05640,-
1573,ZCTA5 05641,33824
1574,ZCTA5 05647,31750
1575,ZCTA5 05648,75625
1576,ZCTA5 05649,-
1577,ZCTA5 05650,51719
1578,ZCTA5 05651,34286
1579,ZCTA5 05652,39444
1580,ZCTA5 05653,-
1581,ZCTA5 05654,31496
1582,ZCTA5 05655,50278
1583,ZCTA5 05656,25278
1584,ZCTA5 05658,28125
1585,ZCTA5 05660,57656
1586,ZCTA5 05661,38381
1587,ZCTA5 05663,50476
1588,ZCTA5 05664,-
1589,ZCTA5 05666,-
1590,ZCTA5 05667,38434
1591,ZCTA5 05669,64286
1592,ZCTA5 05670,-
1593,ZCTA5 05672,55226
1594,ZCTA5 05673,32247
1595,ZCTA5 05674,-
1596,ZCTA5 05675,45795
1597,ZCTA5 05676,45861
1598,ZCTA5 05677,67581
1599,ZCTA5 05678,-
1600,ZCTA5 05679,40333
1601,ZCTA5 05680,36563
1602,ZCTA5 05681,78333
1603,ZCTA5 05682,38938
1604,ZCTA5 05701,35000
1605,ZCTA5 05730,37955
1606,ZCTA5 05731,-
1607,ZCTA5 05732,-
1608,ZCTA5 05733,31400
1609,ZCTA5 05734,42955
1610,ZCTA5 05735,30842
1611,ZCTA5 05736,-
1612,ZCTA5 05737,57875
1613,ZCTA5 05738,54583
1614,ZCTA5 05739,25417
1615,ZCTA5 05742,27250
1616,ZCTA5 05743,38295
1617,ZCTA5 05744,-
1618,ZCTA5 05746,-
1619,ZCTA5 05747,-
1620,ZCTA5 05748,63224
1621,ZCTA5 05751,43839
1622,ZCTA5 05753,44321
1623,ZCTA5 05757,31429
1624,ZCTA5 05758,40556
1625,ZCTA5 05759,32448
1626,ZCTA5 05760,42708
1627,ZCTA5 05761,32273
1628,ZCTA5 05762,43000
1629,ZCTA5 05763,34884
1630,ZCTA5 05764,36827
1631,ZCTA5 05765,49231
1632,ZCTA5 05766,74375
1633,ZCTA5 05767,59000
1634,ZCTA5 05768,-
1635,ZCTA5 05769,39271
1636,ZCTA5 05770,43125
1637,ZCTA5 05772,44375
1638,ZCTA5 05773,33958
1639,ZCTA5 05774,37656
1640,ZCTA5 05775,28083
1641,ZCTA5 05776,31250
1642,ZCTA5 05777,32566
1643,ZCTA5 05778,-
1644,ZCTA5 05819,31959
1645,ZCTA5 05820,16111
1646,ZCTA5 05821,41354
1647,ZCTA5 05822,29191
1648,ZCTA5 05824,31439
1649,ZCTA5 05825,-
1650,ZCTA5 05826,32813
1651,ZCTA5 05827,-
1652,ZCTA5 05828,24022
1653,ZCTA5 05829,-
1654,ZCTA5 05830,22024
1655,ZCTA5 05832,50313
1656,ZCTA5 05833,-
1657,ZCTA5 05836,37647
1658,ZCTA5 05837,17237
1659,ZCTA5 05839,23500
1660,ZCTA5 05840,14167
1661,ZCTA5 05841,34286
1662,ZCTA5 05842,45938
1663,ZCTA5 05843,35844
1664,ZCTA5 05845,27917
1665,ZCTA5 05846,26625
1666,ZCTA5 05847,24271
1667,ZCTA5 05850,-
1668,ZCTA5 05851,29808
1669,ZCTA5 05853,-
1670,ZCTA5 05855,29323
1671,ZCTA5 05857,35625
1672,ZCTA5 05858,22813
1673,ZCTA5 05859,36607
1674,ZCTA5 05860,36848
1675,ZCTA5 05862,13611
1676,ZCTA5 05866,35125
1677,ZCTA5 05867,25417
1678,ZCTA5 05868,-
1679,ZCTA5 05871,21413
1680,ZCTA5 05872,24615
1681,ZCTA5 05873,44333
1682,ZCTA5 05874,27083
1683,ZCTA5 05875,38333
1684,ZCTA5 05901,-
1685,ZCTA5 05902,18409
1686,ZCTA5 05903,-
1687,ZCTA5 05904,30521
1688,ZCTA5 05905,44250
1689,ZCTA5 05906,25481
1690,ZCTA5 05907,36000
1691,ZCTA5 06001,47115
1692,ZCTA5 06002,51125
1693,ZCTA5 06010,42874
1694,ZCTA5 06013,75139
1695,ZCTA5 06016,83722
1696,ZCTA5 06018,19497
1697,ZCTA5 06019,53190
1698,ZCTA5 06020,-
1699,ZCTA5 06021,67143
1700,ZCTA5 06022,-
1701,ZCTA5 06023,-
1702,ZCTA5 06024,-
1703,ZCTA5 06026,43029
1704,ZCTA5 06027,67083
1705,ZCTA5 06029,66341
1706,ZCTA5 06031,49766
1707,ZCTA5 06032,47839
1708,ZCTA5 06033,60677
1709,ZCTA5 06035,44531
1710,ZCTA5 06037,51463
1711,ZCTA5 06039,69022
1712,ZCTA5 06040,46755
1713,ZCTA5 06042,65814
1714,ZCTA5 06043,57917
1715,ZCTA5 06051,31695
1716,ZCTA5 06052,40521
1717,ZCTA5 06053,43873
1718,ZCTA5 06057,59199
1719,ZCTA5 06058,47969
1720,ZCTA5 06059,-
1721,ZCTA5 06060,45625
1722,ZCTA5 06061,-
1723,ZCTA5 06062,45859
1724,ZCTA5 06063,50391
1725,ZCTA5 06065,116250
1726,ZCTA5 06066,45202
1727,ZCTA5 06067,62681
1728,ZCTA5 06068,52760
1729,ZCTA5 06069,62813
1730,ZCTA5 06070,54699
1731,ZCTA5 06071,43077
1732,ZCTA5 06072,-
1733,ZCTA5 06073,69464
1734,ZCTA5 06074,55331
1735,ZCTA5 06076,44092
1736,ZCTA5 06078,65092
1737,ZCTA5 06079,-
1738,ZCTA5 06080,-
1739,ZCTA5 06081,55556
1740,ZCTA5 06082,52062
1741,ZCTA5 06084,34167
1742,ZCTA5 06085,37238
1743,ZCTA5 06088,59167
1744,ZCTA5 06089,80000
1745,ZCTA5 06090,-
1746,ZCTA5 06091,-
1747,ZCTA5 06092,-
1748,ZCTA5 06093,66063
1749,ZCTA5 06095,56393
1750,ZCTA5 06096,47083
1751,ZCTA5 06098,47536
1752,ZCTA5 06103,74375
1753,ZCTA5 06105,28217
1754,ZCTA5 06106,22712
1755,ZCTA5 06107,78050
1756,ZCTA5 06108,32324
1757,ZCTA5 06109,51755
1758,ZCTA5 06110,34334
1759,ZCTA5 06111,70413
1760,ZCTA5 06112,20881
1761,ZCTA5 06114,27162
1762,ZCTA5 06117,58476
1763,ZCTA5 06118,34832
1764,ZCTA5 06119,60795
1765,ZCTA5 06120,16555
1766,ZCTA5 06226,25436
1767,ZCTA5 06231,100481
1768,ZCTA5 06232,68750
1769,ZCTA5 06234,28837
1770,ZCTA5 06235,42500
1771,ZCTA5 06237,94559
1772,ZCTA5 06238,52432
1773,ZCTA5 06239,33228
1774,ZCTA5 06241,36050
1775,ZCTA5 06242,41406
1776,ZCTA5 06243,-
1777,ZCTA5 06247,59821
1778,ZCTA5 06248,48958
1779,ZCTA5 06249,54746
1780,ZCTA5 06250,18173
1781,ZCTA5 06254,36250
1782,ZCTA5 06255,48950
1783,ZCTA5 06256,47051
1784,ZCTA5 06258,-
1785,ZCTA5 06259,52813
1786,ZCTA5 06260,28634
1787,ZCTA5 06262,41096
1788,ZCTA5 06263,-
1789,ZCTA5 06264,-
1790,ZCTA5 06266,62708
1791,ZCTA5 06268,22561
1792,ZCTA5 06269,-
1793,ZCTA5 06277,-
1794,ZCTA5 06278,43958
1795,ZCTA5 06279,41123
1796,ZCTA5 06280,51345
1797,ZCTA5 06281,36447
1798,ZCTA5 06282,59821
1799,ZCTA5 06320,42185
1800,ZCTA5 06330,71116
1801,ZCTA5 06331,62635
1802,ZCTA5 06332,35714
1803,ZCTA5 06333,50125
1804,ZCTA5 06334,77750
1805,ZCTA5 06335,53255
1806,ZCTA5 06336,-
1807,ZCTA5 06338,76250
1808,ZCTA5 06339,53449
1809,ZCTA5 06340,62355
1810,ZCTA5 06350,37917
1811,ZCTA5 06351,47594
1812,ZCTA5 06353,-
1813,ZCTA5 06354,43672
1814,ZCTA5 06355,70813
1815,ZCTA5 06357,52900
1816,ZCTA5 06359,38975
1817,ZCTA5 06360,35792
1818,ZCTA5 06365,52500
1819,ZCTA5 06370,51591
